,고유번호,식당 이름,X,Y,도로명 주소,웹 주소,종류,별점,리뷰 개수,오픈 시간,마감 시간,해시 태그,리뷰
10,1588371637,젬블리스,126.9332844,37.55155521,서울 마포구 광성로 17,http://place.map.kakao.com/1588371637,카페,0,0,10:00,18:00,,
11,973434654,NUGAfe,126.9335021,37.5523374,서울 마포구 서강로 106,http://place.map.kakao.com/973434654,카페,0,0,11:00,19:00,,
12,15814521,추억의연탄구이,126.932802,37.55059086,서울 마포구 창전로 91,http://place.map.kakao.com/15814521,한식,0,0,,,,
13,404326976,니즈버거 신촌점,126.9321655,37.5536611,서울 마포구 서강로9길 24-3,http://place.map.kakao.com/404326976,햄버거,4.6,68,11:30,20:30,#데이트코스 #버맥 #혼밥,"5 -  \ 5 -  \ 5 -  \ 4 -  \ 5 - 버거가 과하지 않고 좋아요! 모닝빵으로 햄버거 만들어 먹는 맛인데 피넛버터는 꽤 새롭네요 ㅋㅋ 가끔 생각나서 먹으러 갈 것 같아요!\ 5 - 화이트머쉬룸버거 최애\ 5 - 친절하시고 음식도 맛있음\ 5 - 이 근방 웬만한 브런치먹느니 여기가 훨 나음\ 4 - 맛있음\ 4 -  \ 5 -  \ 3 - 평범해요\ 5 -  \ 5 - 왕존맛\ 5 -  \ 5 - 오리지널이랑 피넛버터 먹었는데 맛은 진짜 말할 것도 없고요.. 어니언링도 꼭 드셔야해요!! 너무 친절하세요! 콜라 쏟았는데 직원분들 다 나와서 도와주셔서 감동 받았어요ㅜ 그리고 애견동반가능인가봐요 귀여운 강쥐 친구도 봐서 기분이 좋았어요ㅎㅎ\ 5 - 진짜 개존맛이에요 ㅠ 특히 피넛버터버거 먹은 날엔 맛을 잊지 못해서 잠도 못자여 ㅠㅅ ㅠ 암튼 주기적으로 꼭 가줘야하는 맛! 직원분들도 친절하시구 좋아욥\ 5 - 와... 진짜 맛있어요 수제버거집 다니면서 빵이 이렇게 맛있었던 곳은 처음이에요\ 5 -  \ 5 - 존맛탱구리구리구리~\ 5 -  \ 5 - 직원들도 친절하시고 유명한데에는 다 이유가 있는 것 같아요 ! 재방문의사 200%입니다 ㅎㅎ\ 4 - 피넛버터 버거 맛있습니다. 직원분 서비스도 좋았어요~~~ 굿입니다! (੭ ˃̶̀ロ˂̶́)੭⁾\ 1 -  \ 1 -  \ 5 -  \ 5 -  \ 5 -  \ 3 -  \ 5 -  \ 5 -  \ 5 - 담백 안느끼 깔끔 그자체! 감튀대신 어니언링으로 바꿔서 드세욥!! 피넛버터버거보다는 일반 햄버거가 더 맛납니다! 피넛버터버거는 먹다가 질려요\ 4 -  \ 5 - 흑흑 존맛탱입니다. 어니언링까지도 완전 최고 바삭바삭\ 5 - 진짜 존맛탱이고...위생도 깨끗하고 사장님들도 친절하고 재방문 의사 있음\ 5 - 집근처 수제버거집 찾아서 그냥 들어갔는데 너무 친절하셔서 기분이 확 좋아졌어요. 맛은 더 최고입니다. ^^\ 5 - 수제버거 딱히 좋아하지 않는 편인데 니즈버거는 넘 맛있어요 어니언링도 와우~~~ 강추! 사장님들도 넘 친절하심!!\ 5 - 갑자기 생각나서 다음날 먹으러 가야하는 맛\ 5 - 피넛버터버거 강추입니다~!!! ㅎㅎ\ 1 - 맛없음. 벌레나옴. 음식에 기본적인 간이 안되어있음. 이런 수제버거 먹을바에야 롯데리아가 훨씬 나음.\ 5 - 너무 친절하시고 너무 맛있고.. 버거하면 바로 생각나는 집입니다\ 4 - 여기~ 맛집임돠~ 미국에서 재작년말에 온 후 맛있는 버거가 그리웠는데 많이 만족했습니다 기본 버거도 맛있고 감자튀김 어니언링도 좋습니다 흡입했어요 산책길에 버거와 함께 점심을 ...\ 4 -  \ 4 -  \ 5 - 피넛버터 버거&닥터페퍼=귀여운 행복함\ 5 -  \ 5 - peanut butter burger is delicious. Best.\ 5 -  \ 5 - 진짜 맛있어요 아아아아아아아아아아ㅏㅇ악!!!!!!!!!!!! 일단 제가 먹어본 햄버거 중에서 제일 맛있어요 화이트머쉬룸 그리고 어니언링도 바삭하고 개큼\ 5 -  \ 4 - Good patty!\ 5 -  \ 5 - 맛, 친절 모두 최고\ 4 -  \ 3 - 맛있습니다. 버거가 작습니다. 대신 칩스는 많이 주시더란...\ 5 - 친절하고 맛있음\ 5 - 말이 안된다\ 5 - 이 근방 최고의 수제버거 땅콩버터 사랑해요\ 5 -  \ 5 - 행복해\ 4 -  \ 5 -  \ 5 -  \ 5 - 맛은 물론이고 사장님 및 crew 의 정성 및 친절 때문에 먹고 나오면 기분이 좋은 곳.\ 5 -  \ 5 - 미친맛. 전세계 10여개국에서 햄버거를 먹어봤지만 파이브가이즈 다음으로 맛있었습니다. 누가 햄버거에 피넛버터와 딸기쨈을 넣을 생각을 할까요. 니즈버거입니다. 평생 버거 팔아주세요 ,,\ 5 - 가격 대비 버거가 작아서 아쉽다.\ 5 -  \ "
14,1486978977,플랫,126.9322336,37.55349896,서울 마포구 서강로9길 24,http://place.map.kakao.com/1486978977,카페,4.3,74,12:00,20:00,#분위기좋은,"5 -  \ 5 - 여기 진짜 사진도 잘 나오고 음료도 개맛있어요 여기 거울이 진짜 인생샷장소에요 그리고 여기 후기에 에이드 맛있다는 얘기 많은데 에이드도 맛있는데 아바라가 진짜 찐또 개맛있습니다 여러분!!!!!!!!\ 4 -  \ 5 -  \ 5 - 레몬청 직접 담그시는 걸로 알고 있는데 여기 레모네이드 진짜 맛있어요 여기 오면 이것만 먹어요 ㅋㅋㅋ 다른 것도 좋은데 레모네이드가 너무 맛있어서    사장님도 친절하시고 좋아요 자주 와서 그런지 사장님이 제 얼굴 기억하시고 항상 인사해주시는데 반갑게 맞아주셔서 감사해요!!\ 1 - 와… 에이드 먹지마세요 진짜… 걍 사이다에 시럽 두세번 펌핑한 그걸 6천원이나 받고 앉았어… 장사 참 쉽게 하신다ㅋ\ 1 - .좋은말이고 나쁜말이고 딱히 특징없음\ 5 - 분위기 좋고 밀크티 맛있어요! :)\ 5 -  \ 5 -  \ 5 - 좋아용\ 5 -  \ 5 -  \ 5 - 분위기 대박  좋아요^^  사장님  너~~무 친절하시고   자주 갈꺼 같아요   커피  장난 아닙니다 ^^\ 5 - 분위기  넘 좋고 친절하고  특히  커피맛이  넘  좋아요 자주 갈께요\ 5 - 커피가 넘 맛있었구요~ 사장님도 친절 하시고 자주 가고 싶은 카페네요~^^\ 5 - 아늑하고 깨끗해서 좋았구요.사장님이 너무 친절하시네요~^^\ 5 - 아메리카노가 야무지고 분위기가 좋네여\ 5 - 카페 분위기도 좋았고 맛도 있어서 좋았어요\ 5 -  \ 5 - 분위기도 너무좋고 친절하고 좋아요^^\ 5 - 분위기도 너무 좋고 맛도 너무 좋아요!\ 5 -  \ 5 -  \ 5 - 새해 첫 카페부터 좋은곳을 알게되어서 좋네요 분위기나 커피맛도 좋았 습니다\ 5 - 사장님넘 친절하시고 스티커 까지 붙여주시는 귀여움이 있으십니다. 평생 살면서 이렇게 편하고 현대적이면서 이쁜카폐 못찾아본거 같아요ㅠㅠ 넘 좋습니다.\ 5 - 사장님이 친절하시고 라떼 완전 맛있어서 원샷해버렸어요 ヾ(@°▽°@)ノ\ 5 - 되게 친절하시고 인테리어도 이쁘고 맛도 좋았습니다 꼭 재방문 할게요\ 5 -  \ 5 -  \ 5 - 카페를 좋아해서 여러군데 잘돌아다녀보는데 , 가게분위기도 좋고 사장님도 친절하신거같아요ㅎㅎ 자주 갈게요\ 5 - 너무 친절하고 맛있게 잘먹었습니다 ㅎㅎㅎ 항상 번창하세요~!\ 5 -  \ 5 - 커피 맛집이네요 산미 없는 커피 좋아하는편인데 이동네에선 플랫 커피 추천 입니다! 앞으로 자주 애용할게요;)\ 5 -  \ 5 - 요즘  인기 있는  분 좋카 예요   커피도   넘맛있고  디저트도   완전  짱이예요\ 5 -  \ 5 - 커피도 맛있고 인테리어도 고급스러워요♥\ 5 -  \ 5 -  \ 5 - 사장님이음악을하셔서 그런가 음악도좋고커피도 맛있고 정말좋았어요\ 5 - 분위기도 좋고 사장님도 친절하시고 커피까지 맛있네요!!! 흠이 없었습니다~\ 5 - 사장님이 정말 친절하시고 커피맛도 좋아요!\ 5 - 신선한 좋은 원두를 쓰시는지 커피 맛도 좋고 바닥에 먼지 하나 없이 깨끗해 너무 좋았는데 친절한 사장님 덕에 참 기분 좋은 휴식이였어요 ~~^^\ 5 - 커피도 빵도 너무 맛있어요~~~^^ 분위기도 너무 좋아서 자주 갑니다~~^^\ 5 -  \ 5 - 분위기랑 커피맛이 좋아요!! 사장님도 친절하세요!!\ 5 - 디저트가 맛있네요\ 1 - .\ 5 - 분위기 너무 좋고 최고입니다 커피도 맛있구 사장님도 너무 친절하세요!!! 밑에 악의적인 댓글이 너무 심해서 자주가는 단골로써 많이 안타깝네요ㅠㅠ절대 밑에 말도안되는 글 같지 않고 굉장히 분위기 좋고 커피맛도 좋습니다!!!최고\ 5 - 분위기랑 음악이 좋다고 해서 왔는데 정말 좋아요~사진 찍기도 굿!그래서 커피는 별로 생각 안하고 갔는데 맛있어서 깜짝놀랐슴돠! ㅋㅋㅋ\ 5 -  \ 5 - 공간도 너무 좋고 커피맛도 좋네요 다음에 또 다시 오고싶은 곳이에요\ 5 - 카페 분위기가 완전 좋구요~~ 모든 음식과 음료에 정성이 듬뿍 들어가져있어요~~ 또 들릴게요\ 5 - 항상 친절하심 커피맛집 좋은 원두 쓰는듯\ 5 - 분위기 맛집 ! 밀크티도 맛집 !\ 5 - 커피,공간,친절 모두 만족\ 5 - 자주가는 카페인데 사장님 정말 친절하시고 커피가 맛있어요~ 별점 테러 당하신거 같아서 속상하네요 사장님 화이팅\ 5 - 대관비 내고 잘 이용하고 감 대관비만 진행자가 내면 문제 1도 없음\ 1 -  \ 1 - ㅋㅋ\ 1 - 대관비 안받아놓고 홍보이벤트로 사람오면 메뉴판 뒤집어서 돈 천원 더내게 하는 사기꾼\ 1 - 팬들 대상으로 카페하면서 팬들한테 1000원 더 받는 카페\ 3 - (메모용) 당신이 빠순이라면 천원을 더 준비하셔야 할겁니다\ 1 - ^^\ 1 -  \ 1 - 힘들면 업종을 바꾸고 딴거하세여ㅎㅎ 꽁돈은 벌고 싶구 욕먹긴 싫구ㅎㅎ 공익작성^_^\ 1 - 손님을 호구로 보는 곳엔 가고싶지 않네요\ 1 -  \ 4 -  \ 5 - 편안하고 예쁜 공간이예요. 사장님의 친절함에 감동했어요.\ 3 -  \ 5 - 조아요\ 5 -  \ "
15,78149685,메밀향막국수,126.9322472,37.55347735,서울 마포구 서강로9길 24,http://place.map.kakao.com/78149685,국수,4.5,15,11:30,20:30,,"5 -  \ 4 - 판모밀 먹어봤는데 맛있었어요~\ 5 - 완전맛있어요~~~~!!\ 5 - 굿!\ 5 - 맛있어요\ 5 -  \ 4 -  \ 5 - 만두랑 명태식해 조온맛\ 4 -  \ 4 -  \ 5 - 이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.\ 5 - 막국수가 너무 맛있고, 밥도 팔아서 좋아요\ 5 - 와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수\ 3 -  \ 4 - 슬로우푸드로 건강한 느낌이랍니다\ "
16,658911454,아웃백스테이크하우스 딜리버리 마포점,126.9322113,37.55311152,서울 마포구 서강로9길 17,http://place.map.kakao.com/658911454,아웃백스테이크하우스,0,0,11:00,21:30,,
17,321955112,육참냉면국수,126.9321788,37.55276372,서울 마포구 서강로9길 17,http://place.map.kakao.com/321955112,국수,0,0,11:00,1:00,,
18,1854708827,우와이 분식집,126.9322452,37.55313857,서울 마포구 서강로9길 17,http://place.map.kakao.com/1854708827,분식,0,0,,,,
19,1523815596,매운상회 신촌점,126.9322203,37.55311693,서울 마포구 서강로9길 17,http://place.map.kakao.com/1523815596,"해물,생선",0,0,15:00,3:00,,
20,21532019,라나이,126.9318712,37.55374022,서울 마포구 서강로9길 30,http://place.map.kakao.com/21532019,피자,0,0,,,,
21,688131877,쿡형덮밥,126.9322203,37.55311693,서울 마포구 서강로9길 17,http://place.map.kakao.com/688131877,중국요리,0,0,,,,
22,1675916485,킥쇼,126.932451,37.55333691,서울 마포구 서강로9길 18,http://place.map.kakao.com/1675916485,카페,0,0,10:00,22:00,,
23,1264962593,쿡형,126.9322203,37.55311693,서울 마포구 서강로9길 17,http://place.map.kakao.com/1264962593,아시아음식,0,0,,,,
24,513963080,성영에프엔디 신촌점,126.9322226,37.55311693,서울 마포구 서강로9길 17,http://place.map.kakao.com/513963080,한식,0,0,11:00,21:00,,
25,1193117280,서대문형제들,126.9322226,37.55311693,서울 마포구 서강로9길 17,http://place.map.kakao.com/1193117280,음식점,0,0,,,,
26,2036183426,산울림1992,126.9305463,37.55464225,서울 마포구 서강로9길 60,http://place.map.kakao.com/2036183426,"호프,요리주점",3.8,74,17:00,1:00,,"1 - 직원분들 진짜로 너무 불친절하셔서 깜짝놀았아요.\ 2 -  \ 4 -  \ 1 -  \ 5 -  \ 1 -  \ 4 - 안주는 비싼 편이지만, 다양한 술을 한 곳에서 즐길 수 있어 좋음\ 5 - 안주도 다 평타이상이고 술 종류가 진짜 진짜 많다!! 가격이 쪼금 비싸긴 한데 재방문 의향 있음!\ 2 - 여기가 왜때문에 웨이팅을 이정도로 하는지는 모르겠지만 일단 비도 내리는 날씨였고 막걸리랑 술 종류가 진짜 엄청 많았고 어둑어둑한 분위기 때문에 찾는 듯한 느낌이었습니다.해물파전과 치즈감자전 그리고 지평 먹걸리를 주문했는데 치즈감자전이 생각보다 맛있더라고요.사이드메뉴 5천원짜리하는 건 너무 별루였고 양도 완전 말도 안되게 적었음.친절함은 글쎄….\ 4 - 술종류가 굉장히 많아서 골라먹는 재미가 있습니다. 기본 소주는 일반가격보다 비싸니까 다른 술을 마시는게 좋아보입니다. 안주류는 다양하진 않지만 막걸리에 최적화되어있어보입니다. 제로페이는 특이하게 서대문구라고 하네요. 참고하세요~\ 5 - 엄청나게 많은 막걸리와 그 중 내가 좋아하는 이화백주, 복순도가와 맛있는 안주들을 먹을수 있어 좋은집... 아무것도 모르고 일요일 낮술시간에 가서 할인까지 받으니 기분도 좋아졌습니다\ 4 -  \ 3 - 이야 개비싸서 못가겟네;;\ 5 - 분위기 , 술 , 안주 다 좋아요. 치즈 감자전 , 지란지교 맛있네요\ 4 - 안주 양 적은거 빼면 맛있고 술 종류도 많아서 ㄱㅊ은듯?\ 1 - 여기도 이제 슬슬 끝이 보인다 애주가가 갈만한 곳은 아님\ 3 -  \ 1 - 사장님 싸가지없어요 ;;; 일행 없다고 나가라고 하는 집 처음보네요 자리도 많은데 ㅋㅋㅋㅋ\ 5 - 추천반상3번 너무맛있당!!!!!!!!!!!!!!!!!~~수비드된장맥적 완전밥반찬 햇반추가해드세여\ 2 -  \ 1 -  \ 4 - 안주가 좀 비싼감은 있으나 치즈감자전 맛있고 술 다양해서 가볼만\ 5 - 맛 좋고 분위기 좋고.가즈아.\ 1 - 추천반상메뉴라고 해놓고 메뉴가 한정판매인게 있어서 두개나 안된다는 ?? 말이안됨 다시는안감\ 2 -  \ 5 -  \ 3 -  \ 4 -  \ 5 - 친구추천으로 갔는데 대만족\ 1 - 별로에요 저라면 다른 가게로 갈래요 막걸리도 근처 가게들보다 비싸고 안주 가격도 별로고 맛도 별로라서 비추천드립니다 사장님 지인 평점 올리는듯 하네요 후기 전부 다 광고스럽다고 느낄 정도로 실망했습니다\ 4 - 전통주 좋아하면 가보시길 추천\ 4 - 직원이 좀 불친절해요.\ 5 -  \ 4 - 치즈감자전 존 맛\ 5 -  \ 5 - 막걸리도 맛있고 안주도 굿굳\ 5 -  \ 5 - 안주가 정말 다 맛있음. 막걸리 종류도 매우 다양함. 다만 가격이 조금 있는편.\ 5 - 술 맛 분위기 최고입니다 술은 추천받는것을 추천합니다!!\ 5 - 치즈감자전....\ 5 - 안주가 다 맛있어요\ 3 - 무난무난, 막걸리종류 다양해서 좋았음\ 3 -  \ 5 -  \ 5 - 여기는 정말 인정하는 맛집 전국에 있는 술이란 술은 거의다 있는 것 같은 술 메뉴판이 최대 강점이고 안주도 특색 있고 맛도 있음 다만 웨이팅 때문에 자주는 못감...\ 5 -  \ 5 - 가격은 좀 있지만 술 종류도 많고 음식도 맛있어욤~\ 5 -  \ 4 -  \ 1 - 그다지 특별한 점 없는 안주. 웨이팅 시간은 알려준 시간보다 두배로 기다려야하고 공덕막걸리가 6천원. 근방 가게는 4500원. 옛날 분위기 좋아하는 분들은 가세요.\ 4 -  \ 5 -  \ 4 - 술이 다양하고 안주가 맛있다.\ 5 -  \ 3 -  \ 2 -  \ 5 -  \ 1 - 별 1개도 아깝습니다. 산울림 1992이라는 이름, 상차림이 나오는 곳에 웬 트랩 음악만 주구장창 나옵니다. ‘산울림 1992’라는 간판으로 낚시를 했더군요. 술을 마신다는 건 분위기까지 마신다는 즐거움도 있는데 여긴 쓸데없이 비싼 안주, 술의 가격만큼 터무니없는 분위기입니다. 핫플레이스에 민감한 젊은 층에겐 좋은 곳일 수 있으나 간판 이름이나 한상에 나오는 메뉴를 보고 90년대 음악이 나오는 분위기 있는 주막을 상상하는 아재나 중장년층들은 그냥 거르시면 됩니다. 주말엔 2시간만 이용하라는 문구, 직원들의 손님을 대하는 태도, 모두 음식만큼 최악이었습니다. 비오는 날 막걸리에 전 먹으면서 똑같은 랩 트랩 음악을 들었어요... ㅋㅋㅋㅋ 트랩 음악 틀 거면 상호를 ‘트랩 2019’ 하세요. 사람들 낚지 말고요.\ 5 -  \ 4 -  \ 5 - 각양각색의 막걸리를 맛 볼 수 있는 곳, 좋아하는 취향을 말하면 추천도 해주시고, 해당 막걸리의 특징과 마시는 법, 잘 어울리는 안주도 추천해주십니다:)) 반대로 안주의 어울리는 막걸리 추천도 해주니, 감자치즈전 꼭 드세요 나머지 안주도 잘 먹었습니다\ 4 -  \ 4 -  \ 2 -  \ 4 -  \ 3 - Makguli & Side Dishes\ 4 - 저렴한 곳은 아니지만, 전통주와 막걸리를 이보다 황홀하게 먹을 수 있는 곳이 없습니다. 돈은 쪼금 쓸 생각하면 최고\ 5 - 생소하지만 맛 좋은 전통주와 안주 모두 훌륭합니다. 직장이 근처라 자주 들려서 참 좋군요.\ 5 - 존맛\ 5 - 여긴 그냥 최고 ㅎ\ 5 - 술종류도 많고 안주도 맛있어요.. 분위기도 오래된 선술집이고 전체적으로 좋았습니다.\ 5 - The atmosphere and the interior makes you feel like you're in an old traditional home drinking pages and pages of makgeoli. yum. ❤️\ 4 - 개존맛\ 5 - 너무 좋은, 다시 가고싶은 플레이스\ "
