,restaurant_id,score,review
52,1952478679,5,직원분들 친절하시고 맛도 좋음.
53,1952478679,5, 
54,1952478679,5, 
55,1952478679,5, 
56,1952478679,5,일당백으로 서빙하시는 분 덕분에 친절한 식당이라고 느낌. 주차는 근처 용산구청에 했는데 평일 낮인데도 지하5층까지 내려갔다. 용산에 생겨서 명동까지 안 가도 되서 좋은데 강남쪽에도 생겼으면 좋겠다. 그리고 점심시간 지나서 한시만 넘어도 한산하다.
57,1952478679,5, 
58,1952478679,5, 
59,1952478679,4, 
60,1952478679,1,종업원교육 개판인곳 ㅎㅎ   작년10월에 갔었는데 이제야 쓰네요  진짜 웃기는곳
61,1952478679,4, 
62,1952478679,3, 
63,1952478679,2,"칼국수, 김치의 맛은 명동하고 같습니다. 그런데 1층에서 서빙하는 여직원 한 분이 표정과 말투가 매우 냉랭해서 음식에 대한 기대감을 망쳤습니다. 사람도 많지 않은 평일 11시 조금 지났는데 불러도 알았다고 하고는 오지를 않습니다."
64,1952478679,5, 
65,1952478679,5, 
66,1952478679,2,면이 불어서 나오고 분위기는 엉성해요..
67,1952478679,1,명동 본점과 달리 주문해도 나오는 시간이 늦고 직원들도 엉성(?)하다  저번에는 직원들이 싸우고 있었다는..... 여기 올시간이나 본점 가는시간이나 비슷하시면 본점 가세요ㅋㅋㅋㅋ
68,1952478679,3, 
69,1952478679,1, 
70,1952478679,5, 
71,1952478679,3,명동그집  명동보다 면이 불어나와서 아쉬웠지만 명동까지 안가고 먹을수있어서 좋다 명동보다 인테리어도 밝음
72,1952478679,3,명동 본점과 크게다르지 않으나  먼가 아쉬운건 멀까요
73,1952478679,1, 
74,1952478679,4, 
75,1952478679,1, 
76,1952478679,4,명동에 있는 곳보다 한적해서 좋았어요 그리고 리뷰들보면 짜서 별로라는 분들이 계셨는데 음 그닥 차이점은 모르겠어요! 저는 매우 만족ㅎㅎ
77,1952478679,1, 
78,1952478679,2, 
0,1768894016,1,촌스러운느낌
1,1768894016,1, 
2,1768894016,1, 
3,1768894016,2,팥빙수 별로에요
4,1768894016,5,엄마가 태진아아저씨 너무 좋아 했어 여기에 꼭 모셔오고 싶어서 ~그른데말이야 운이 너무 좋은거 아니야 연예인을 세분을 봤더니 엄마가 자기 좋아 하는 가수를 보더니 감동의 눈물을 흘렀어 완전 소녀소녀 했어~세 분이 친절하고 센스 넘쳐 사진도 다 찍어주시고 싸인 앨범도 받았고 ~울 엄마가 넘 행복했어 2020에 최고에날이라고 하시네 ~~그리고 맛있는 브런치 까지 먹었어용~~~
5,1768894016,4, 
6,1768894016,1,비엔나커피 먹었는데 내가먹은 비엔나중에 최악.. 심각합니다..
7,1768894016,1, 
8,1768894016,1, 
9,1768894016,4,"태진아를 볼수있다. 이태원에 몇 없는 주차가능카페. 장소가 넓고 꽃이 많다. 가격대가 있지만 나쁘지 않다. 식사메뉴도 괜찮고, 빙수 맛있게 먹음"
10,1768894016,1,음식값은 기본 2마넌선인데 알바 급여는 최저시급ㅋㅋ
11,1768894016,5,화사한 꽃과 향기 그리고 태진아 사장님이 친절히 맞아주시네요~^^ 중년 여성분들에겐 좋은 명소가 될 듯
12,1768894016,4,태진아 카페
0,2056416131,2, 
1,2056416131,1, 
2,2056416131,5, 
0,27118749,5,맛있어용 갈비밥 괜찮던데...
1,27118749,1, 
2,27118749,1, 
3,27118749,3,근처 있으면 가면됨. 찾아갈 맛은 아님.
4,27118749,3, 
5,27118749,5, 
6,27118749,1,옮기기전부터 다녔던 고객으로써 오랜만에 가서 먹었던 분짜의맛은 최악이였어요 주인이바뀐건지 분짜고기에서 잡내가나서 고기만 골라놓고 먹는데도 잡내가 같이올러오더군여 쌀국수는 포88의맛이 아니였는지 저의 입맛이 변한건지 국물도 탁한게 별로였습니다
7,27118749,5,맛있어오ㅠㅠ쪽파 더 달라해서 왕창 넣어먹었는데 너무 맛있어요ㅋㅋㅋ고수랑 단무지도 셀프라 편하게 갖다먹을 수 있어요
8,27118749,3,"자주 가는 청송 식당 문 닫아서 들린 곳인데, 아무 기대 안 했지만, 아무 감동도 없었음. 내가 먹은 갈비밥이라는 거나 아내가 먹은 쌀국수나 우리 입맛엔 싱겁게 느껴졌음"
9,27118749,5, 
10,27118749,5, 
11,27118749,5,맛 가격 굿
12,27118749,5, 
13,27118749,5,쌀국수 갈비밥 다 만족. 배달시켜먹기도 좋음
14,27118749,4, 
15,27118749,5, 
16,27118749,4,싼 가격에 제법 맛있는 집!^^
17,27118749,5, 
18,27118749,4, 
19,27118749,3, 
20,27118749,4, 
21,27118749,5,반미
22,27118749,3,싼맛에
23,27118749,5, 
24,27118749,2, 
0,571507707,5, 
1,571507707,5,최고의 서비스네요
2,571507707,5, 
3,571507707,4, 
4,571507707,5,브랄당 영원무궁토록 만세
5,571507707,5,분위기 좋아요
6,571507707,3,디저트들 다 맛있었는데 직원분이 좀더 상냥하셨으면 어땠을까 싶네요. 아버지가 혼자 가셔서 직원분께 디저트 추천을 부탁드렸는데 설명이 불친절했나봐요. 다 신라호텔 주방장이 만든거라고 하면서 뭘 묻냐는 식으로..? 아버지는 극구 괜찮다고 하셨지만 자녀로서 속상해서 리뷰 남겨봅니다ㅠㅠ
7,571507707,5,초코 사브레 쿠키인가 통에 든거 그거 진짜 대박맛나요
8,571507707,5,매장 인테리어가 감각적이에요. 직원분들이 친절하고 커피 맛도 좋아요.
0,571459185,5,브라이틀링은 세계 최고의 시계이며 가장 우수한 브랜드이다
1,571459185,5,다들 엄청 친절하시고 음식도 맛있어요! 사람도 북적이지 않아서 분위기 좋게 저녁식사 했습니다. 생각보다 양도 많아서 여자 둘이 채끝과 파스타 시켜서 엄청 배부르게 먹었네요:)
2,571459185,5, 
0,1610454880,1, 
1,1610454880,5, 
2,1610454880,4, 
3,1610454880,5, 
4,1610454880,5,우리 곱창! 드디어 최고의 맛집  찾았네요~~ 게다가 친절한 사장님과 서비스 굿굿^^ 다음 회식도 여기 입니다~강추
5,1610454880,5, 
6,1610454880,5,직장선배 소개로 갔는데 진짜 맛있어요.  오랜만에 제대로된 곱창 먹었습니다 ㅋㅋ 또 먹고싶네요 ㅋㅋㅋ 사장님도 너무친절하세요^^
7,1610454880,4, 
8,1610454880,5,살면서 먹은 곱창집 중에 제일 맛있었습니다! 모든 메뉴 하나씩 다 시켜봤는데 뭐 하나 빠짐없이 다 맛있어요. 크게 잘라주시는게 신의 한 수인듯! 잡내도 하나도 안났습니다. 선지 해장국은 국밥집해도 손색이 없을정도입니다. 볶음밥도 살짝 느끼한 와중에 싹싹 긁어먹었습니다. 사장님은 술매출 못 올려드린게 죄송할 정도로 친절하셨습니다!
9,1610454880,4,위치가 별로라 사람이 없는거같다 위치만 좋았어도 웨이팅 많을법한 맛. 곱창도 좋고 선지국도 맛있음. 사장님도 친절
10,1610454880,5,양 많고 곱창도 맛있어요. 재방문 의사 있어요
11,1610454880,5,사장님 아래 경쟁업체한테 댓글작업 당하셨네여 ㅠ  잘먹었습니다~
12,1610454880,1, 
13,1610454880,1,곱창이 이렇게까지 맛이 없을 수도 있군요. 미리 다 구워서 나오는 것도 (다른 곳에서는 겪어본 적이 없어서) 이상하고 양도 적고 곱도 없을 뿐더러 얼린 곱창인지 씹히지도 않아서 단 한점도 목으로 넘기지도 못하고 그냥 판에 올려지만 부추만 조금 먹다가 나왔습니다.
14,1610454880,1,여기 가면 분위기 곱창납니다. 일행이랑 싸우고싶으면 가세요. 사진은 곱창 2인분입니다.
15,1610454880,5, 
16,1610454880,5, 
17,1610454880,5,사장님 너무  친절하시고 곱창 대창 볶음밥 다!! 진짜 맛있었어요 ㅜㅜ 곱창 맛집에 엄격한 편인데 여기는 진짜 찐입니다~! 나만 알고 싶은 맛집 ㅜㅜㅜ 완전 추천이요
18,1610454880,5,와악 너무 맛있어요ㅜㅜㅜㅜ!!사장님도 진짜 친절하세요
19,1610454880,5,와 여기 진짜진짜진짜 맛있어요.... 재방문 의사 100% 곱창집 ㅠㅠㅠㅠ
20,1610454880,5, 
21,1610454880,5,"맛있지만 양껏 먹자니 가격이 부담되는건 현실. 가끔씩만 먹을 수 밖에없는 소곱창/대창/막창이라 먹을때 마다 맛있는데, 여긴 특히나 친절하기도 하고 깔끔하기도 하고 누린내도 없고 아몰라 길게 말해 뭐해! 그냥 맛있음."
0,12089703,2, 
1,12089703,5,김치찌개
2,12089703,3,양적으로는 절대 부족할일 없습니다. 기본으로 주는 반찬 외에 셀프로 가져갈 수 있는 반찬코너까지 있습니다. 그렇다고 메인 음식이 양이 적은 것도 아닙니다. 3.5점드릴만한곳인것 같습니다.
3,12089703,5,메인요리든 반찬이든 다 맛있음
4,12089703,5, 
5,12089703,5,여기 ㄹㅇ 찐 맛집... 아침에 갔는데 은근 사람 있었음 주 고객층이 아저씨들이라 리뷰가 없는거 뿐이지 백반먹고싶으면 여기가 짱인듯 김치찌개랑 제육먹었는데 김찌는 고기 크고 많고 맛있었음 반찬도 상추무침이 맛있음 전체적으로 거의 다 맛있음 사장님 친절하시고 굳굳
6,12089703,5, 
7,12089703,5, 
8,12089703,5,개맛잇늠
9,12089703,4,김치찌개 적극추천. 찌개에 고기를 아낌없이 넣으신듯..기본찬 구성도 맛도 훌륭함. 특히 계란말이안에 맛살을 넣어 맛도 식감도 좋아 세 번 먹음.
10,12089703,1,별 하나도 아까움. 밥 먹는 중에 손님 많이 오니까 자리 없다고 빨리 나가라 하고 왕재수
0,16907091,3,맛은 괜찮은데 너무 비싸고 조금 불친절하네요…
1,16907091,5,맛있고 맛있음. 해장하려고 하면 꼭 여기가 생각 남
2,16907091,3, 
3,16907091,4, 
4,16907091,3,맛은 훌륭하나 가격이 사악함
5,16907091,4,식사메뉴를 거의 먹었는데 전반적으로 맛있음. 자리 깔끔하고 친절하심.
0,11273120,3, 
1,11273120,5, 
2,11273120,5,조금 붐비긴 해도 맛은 있어요
3,11273120,3, 
0,18168139,4,친절하세요
1,18168139,5, 
2,18168139,5,이집이 얼마나 맛있는집인지 경주와서 깨달았습니다!! 또 방문할겁니다.
3,18168139,5,떡꼬치 너무 맛있어요
4,18168139,5, 
0,21929093,4,음식 맛있고 깔끔합니다~주인아저씨 친절하시구요~
1,21929093,3,보통보다 좀더나은
0,201840655,5,고체향수 클래스 너무 친절하시고 설명 잘해주셔요. 향 종류도 서른가지 이상의 많은 오일 중에 고를 수 있고 고체향수 용량도 100ml 정도로 짱큼... 완성품도 마음에 들어요 잘쓸게요
1,201840655,5, 
0,27436630,1,별하나는 고기 질에 드립니다. 정말 최악으로 불친절한 사장님때문에 고기의 질이 아무리 좋아도 입맛이 떨어지네요.
0,800185918,5,드립커피 깔끔하고 맛있어요! 쓰지 않은 커피
1,800185918,5,깔끔한 맛
0,21529093,5,아메리카노가 진하고 맛있음
1,21529093,5,커피가 친절하고 사장님이 맛있어요☕️
0,2013666611,5,"저녁에 갔는데 아늑한 분위기에 생긴지 얼마 안돼서 사람이 없어서 좋았어요. 사장님이 메뉴도 친절하게 설명해주시고, 정말 유쾌하세요. 아침에는 카페, 저녁에는 술도 같이 판다네요. 커피부터 칵테일까지 메뉴가 엄청 다양하고 시그니처 커피도 정말 맛있어요(디카페인도 된대요) 늦게까지해서 더 좋은 것 같아요. 저만 알고 싶지만 잘 되셔서 오래 계시면 좋겠네요. (그리고 화장실 휴지가 파란색이에요)"
0,1143868163,5, 
1,1143868163,4,가게는 작지만 커피맛 좋음.
2,1143868163,5,맛있는 플랫화이트를 내는 집. 서교동 레이크커피바를 발견했을 때의 기쁨을 다시 안겨준 곳.
3,1143868163,4, 
4,1143868163,3,유명세에 비해 평범하다는 말이 딱 맞아요. 좌석도 불편합니다. 여유가 없어요.
5,1143868163,4, 
6,1143868163,2,유명세만큼이나 맛이 뛰어나질 않아서 놀랐어요. 동네카페서 맛볼수있는 맛. 친절하지도 않아서 재방문 생각도 없는 곳~
7,1143868163,3,유명세에 비해 평범한 맛. 일찍 오픈해서 좋아요
8,1143868163,4, 
9,1143868163,4, 
10,1143868163,5,"미접종자 차별하신다니 더 좋아짐 ,,, 지방 여행 갈때  원두 납품 하시는 곳 찾아서 갔는데 맛이 똑같아서 믿고 먹어요"
11,1143868163,5,달달한 라떼 좋아하시면 이태원커피 드세용~
12,1143868163,5, 
13,1143868163,5,이태원커피 존맛탱입니다. 커피집에서 이 집 커피 맛있네~ 한 적이 손에 꼽는데 여기는 짱이네요.. 다음에 플랫화이트도 마시고 싶어요 !!
14,1143868163,5,쥰내맛잇어
15,1143868163,5,말모말모
16,1143868163,5,향긋한 커피향이 솔솔
17,1143868163,5,이태원 커피 맛있어요
18,1143868163,5,커피가 맛있고 편안한 분위기
19,1143868163,5, 
20,1143868163,3,내부가 협소하지만 직원 분은 친절
21,1143868163,1, 
22,1143868163,4,"내부 자리는 너무 협소해서 앉기 힘들지만 차라리 바깥자리 앉거나 아님 테이크아웃하는 걸 추천드려요 커피는 믿고 마시는 챔프,,"
23,1143868163,2,맛이 많이 바뀌어서 아쉬웠습니다.
24,1143868163,4, 
25,1143868163,5,쿠키 맛집 커피도 맛있어요
26,1143868163,5, 
27,1143868163,4,커피는 역시 챔프 ! 겨울에는 추워서  안에서 먹을 자리가 없는게 조금 아쉽네요 ㅠㅠ
28,1143868163,3,"주2~3회 들리는 손님인데요 커피 맛은 늘 일품인데 최근 일 하는 남자 직원중에 키170~173쯤,헤어 약간 긴st 직원이 불친절하네요 기본적인 서비스 마인드 부족 틱틱거리고 퉁명스럽네요 기분 좋게 커피 마시러 갔다가 커피 픽업대에서 항상 불쾌한 상태로 커피 받아마시니까 맛도 별로로 느껴질 정도네요 서비스에서 친절과 불친절의 한 끗 차이는 말투와 행동아닐까요?"
29,1143868163,5,맛있어요
30,1143868163,5,많이 좁지만 플랫화이트 예술
31,1143868163,3, 
32,1143868163,1,미접종자 차별 카페입니다. 훌륭한 곳이에요
33,1143868163,4,굿굿!!
34,1143868163,4,좋아요
35,1143868163,4,이태원+토크 조합. 맛은 있는데 나한텐 넘 달아서 별로였.. ; 다음엔 다른 걸로.
36,1143868163,4,초코쿠키 굿!!
37,1143868163,3, 
38,1143868163,3, 
39,1143868163,1,사장 마인드가 구리고 무례하네요. 손님이 사장 잠재적 여친인가?
40,1143868163,5, 
41,1143868163,5,산미있는 커피의 이데아. 초코쿠키 매맛
42,1143868163,5,친절하시고 커피는 진짜 넘사. 쿠키도 맛있음
43,1143868163,3,쿠키 맛나유
44,1143868163,4,서비스 맛 간편한 분위기 등 삼박자가 가장 밸런스가 좋은 지점. 부담스럽지 않게 무난히 친절하시고 직원분들 여유가 있고 베테랑느낌이 남.
45,1143868163,4,쿠키는 조금 아쉬웠는데 플랫화이트 꼬숩고 맛있었어요 ㅋ
46,1143868163,4,테이크아웃 하실분만?! 좁아요..앉아서 즐길 수는 없음..그래서 별마1개..커피는.. 커피마시는게 재밌어져요~일반 체인보다는 맛있음ㅋ  이태원가면 커피 먼저 사고 돌아다닐때 가는곳 ㅎㅎ
47,1143868163,2,전에 먹던 맛이 아님.... 전엔 맛있었는데
48,1143868163,1,? 후기 왜자꾸 삭제하세요? 남직원 불친절 한게 어디 숨겨야할 일인가요? 친절하면 될일..
49,1143868163,4,플랫아이스 맛있어요 ! 직원분들도 친절하셨습니다
50,1143868163,4,맛있다.매장이 아주 협소하다.
51,1143868163,1,아이스인데 이런 장으로 나왔고 맛 진짜 없어요! 물 마시는 느낌이다!
52,1143868163,4, 
53,1143868163,3, 
54,1143868163,5,진짜 찐 커피
55,1143868163,1,커피 맛있다길래 일부러 찾아갔는데 남자직원 싸가지 졸라 없음 ㅋㅋ 잠깐 뭐좀 물어본다고 말걸었다가 표정♩썩어서 주문할때 말하랜다 기분만 개잡친곳
56,1143868163,5,맛있어요
57,1143868163,1, 
58,1143868163,1, 
59,1143868163,5,이태원 커피 신맛 없는 원두로 주문했는데 신세계였어요 구수하면서 달달한 맛. 약간 죠리퐁맛도 나는것 같고 ㅋㅋ 맛있었습니다
60,1143868163,3, 
61,1143868163,4, 
62,1143868163,3,응대는 보통. 커피도 보통.
63,1143868163,3,"커피는 괜찮은데 사람이 없어도 정신사나운 분위기... 정리정돈이 필요한 느낌,,"
64,1143868163,5, 
65,1143868163,4, 
66,1143868163,3, 
67,1143868163,4, 
68,1143868163,5, 
69,1143868163,5, 
70,1143868163,5, 
71,1143868163,3, 
72,1143868163,5,플랫은 단연 챔프커피
73,1143868163,5, 
74,1143868163,4, 
75,1143868163,1, 
76,1143868163,1, 
77,1143868163,4,저는 커피 마시면 배아파서 잘 안마시기도 하고 별로 안좋아하는데 여기 커피는 마셔요! 챔프커피의 챔프커피도 좋지만 이태원커피가 제일 맛있어요.
78,1143868163,3, 
79,1143868163,3, 
80,1143868163,1, 
81,1143868163,4, 
82,1143868163,4, 
83,1143868163,5,이렇게 고소한 플랫화이트 처음 먹어보ㅏ요
84,1143868163,4,맛있다. 누구를 데려가도 만족할 맛. 좌석이 많지 않아 편안함은 없는 편
85,1143868163,3, 
86,1143868163,4, 
87,1143868163,3, 
88,1143868163,5,플랫화이트는 여기가 최곱니다ㅎ초코모자를 꼭 씌워주세요ㅎㅎ
89,1143868163,4,플랫화이트 입덕한 곳
90,1143868163,4, 
91,1143868163,4,무난하지만 훌륭한 블랜드는 라떼에 최적입니다.
92,1143868163,4,무난했음
93,1143868163,5, 
94,1143868163,4,쿠키도 맛나고 플랫화이트 조아요
95,1143868163,5,아이스 아메리카노 / 아이스 챔프커피 / 챔프쿠키(초코)
96,1143868163,3,"챔프커피 핫/아이스 모두 훌륭하고, 챔프쿠키 초코맛도 촉촉꾸덕한 쿠키임"
97,1143868163,5,집 근처였으면 ㅠㅠㅠㅠ 페이보릿
98,1143868163,4,쓰다
99,1143868163,5,가격대비 상당히 좋은 커피를 맛보았습니다.
100,1143868163,5, 
101,1143868163,3, 
102,1143868163,5, 
103,1143868163,4,라떼 최강자.. 하지만 공간이 너무 협소하다
104,1143868163,4,1작업실보다 조금 맛이없어서 별 4개
105,1143868163,3, 
106,1143868163,1,왜인기많은지 모르겠는
107,1143868163,5,생각나는 커피. 찾아갈 만 함.
108,1143868163,3, 
109,1143868163,4, 
0,27549045,5,"Vintage vibe — even better than most bars in the states. Bring you date, and she will be impressed (I swear I don’t work for the bar haha)"
1,27549045,5,분위기 굿~
2,27549045,5, 
3,27549045,4, 
4,27549045,5,분위기 있고 사장님 친절하심! 안주도 추억의 치토스가 전해지는 맛있는 향이었음!
5,27549045,5, 
6,27549045,1,"커피는 안마셔봐서 모르겠고, 인테리어가 그대 취향이라면 말리지 않겠지만, 칵테일은 마시지 말아요. 부디."
7,27549045,3,갠적으로 평점 왜 좋은지 모르겠는… 그저 쇼핑몰 단골 배경
8,27549045,4,분위기 어두컴컴하고 좋았어요
9,27549045,5,미술관에 온 느낌!
10,27549045,5, 
11,27549045,5,좋어요
12,27549045,5,낮에는 이태원 최애 카페 (라떼 존맛) 밤에는 이태원 최애 바
13,27549045,5,이태원 최애 카페..ㅜ 플랫 화이트 최고...!
14,27549045,2,분위기가 정말 좋고 커피맛도 나름 괜찮은데 ... 재방문 의사 0
15,27549045,5,건축미 조형미까지 있는 대취 만취 촉진바
16,27549045,5,"분위기 좋고 카우치 편안하고 볕이 넘 따습고,,"
17,27549045,5, 
18,27549045,5, 
19,27549045,4, 
20,27549045,4,직원이 좀 친절하면 좋겠네요
21,27549045,5, 
22,27549045,5, 
23,27549045,3,"이태원역 삼거리에서 좀 내려오면 있는 술집. 규모가 크다. 1층은 칵테일바고 2층, 3층은 테이블 좌석. 2층, 3층은 바가 아닌 카페 인테리어. 사람 터져나가는 이태원인데 여기는 좀 숨쉴 공간이 있어서 좋았음. 다만 술을 딱 한잔이 아니고 여러잔 마실거면 1층 말고는 그닥 술집 느낌은 아니라서.. 야경이 보이긴 하는데 루프탑이나 본격 야경맛집 느낌은 아니다."
24,27549045,3,아이스 아메리카노
25,27549045,4, 
26,27549045,4, 
27,27549045,4,(3.5) 음료는 별로지만 공간이 정말 매력적이다
28,27549045,4, 
29,27549045,3,괜찮아요
30,27549045,5, 
31,27549045,3,Coffee
32,27549045,3, 
0,2053387119,5, 
1,2053387119,5, 
2,2053387119,3, 
3,2053387119,5,인생김밥집 중 하나! 한창 메뉴 개발하시기 전부터 단골이었는데 항상 열정적이시고 음식센스도 좋으셨음. 사장님이랑 친해졌을땐 반찬하라고 김치도 조금씩 챙겨주시고 정도 있고 성격도 넘 좋으셨음 ㅜ 어느 순간 여기저기 지점이 생겨서 기분이 묘한데 지금도 오토김밥은 꾸준히 먹고 남친도 여전히 여기 닭강정이 최고라고 함ㅎㅎ
4,2053387119,5,"신선하고 맛있는 김밥이에요. 김밥 속 재료들이 잘잘하게 들어가 식감이 재밌습니다. 사용된 재료들도 신선해요. 닭강정도 계속 손이가는 맛이에요. 매장내부에는 키오스크로 주문을 받게 되어있구요, 서비스에서 불친절하다고 느껴지지는 않아요."
5,2053387119,4, 
6,2053387119,2,엥? 화장실 나도 부탁했는데 건물에 없다고 하던데 ㅋㅋ
7,2053387119,5,화장실 급해서 무슨 가게인지도 모르고 뛰어갔는데 사장님 친절하셨음 ㅠ 그래서 얼떨결에 산 김밥인데 진짜 인생김밥이라서 또 놀람 와사비 좋아하면 드세여
8,2053387119,4,자꾸 생각나는 맛
9,2053387119,1,"10시반에 매장 도착해서 주문하는데 10분 기다리고 11시15분에 얼마나 기다려야 되냐고 물어보니 그제서야 급히 포장해줌, 11시20분에 픽업, 맛은 그럭저럭이나 사장이나 직원 불친절은 누구나 경험하나봄"
10,2053387119,1,0.5점은 못주나.. 너무 불친절. 주문하려는데 아무도 안나와서 한참 서서 기다림. 병원 이유로 야채를 못먹는 상황이라 빼주실 수 있냐고 문의 후 받아주셔서 결제하고 또 10분 이상 기다림. 주방 안쪽에서 사장으로 추정되는 누가 나와서 직원한테 이런 ‘이상한’ 주문 받지 마. 취소해. 라고 하고 일방적으로 취소당함. 바빠서 주변에 있는 게 거기뿐이라 간건데 주문받을 때 안된다고 설명하셨으면 바쁜 시간 안 버렸을텐데 덕분에 점심 못 먹었네요~ 진짜 기분 나쁨. 사장이 직원 대하는 태도도 못됐음. 맛도 그냥 그렇고 암튼 이제 안간다.
11,2053387119,1, 
12,2053387119,5,"닭강정, 와사비김밥, 오토김밥 포장해서 한참 뒤 먹었는데도 맛있었어요! 크게 자극적이지 않고 건강한 맛 ㅎㅎ"
13,2053387119,5, 
14,2053387119,1, 
15,2053387119,1, 
16,2053387119,4,김밥은 그냥 건강한맛?이고 닭강정 맛있어요
0,243851901,3, 
1,243851901,3, 
2,243851901,1,음... 음...
3,243851901,3,굳이 가서 먹을만한 비주얼과 맛은 아니나 참신하고 괜찮았다
4,243851901,2, 
5,243851901,3,빙수가 생각보다 작아서 놀람
6,243851901,5,"바닐라라떼, 아인슈타인 존맛 완전 취향저격"
7,243851901,4,빙수 재미있고 맛있다. 떡 리필해준다. 1인1메뉴
8,243851901,1, 
9,243851901,2, 
10,243851901,3, 
11,243851901,3, 
12,243851901,4,가격대가 좀 있지만 맛있는 곳! 빙수 비주얼이 예술이다
13,243851901,4, 
14,243851901,5,"친절하시고, 깔끔하고 건강해지는 맛이었어요~ 신경쓰신게 보입니다. 그래서 올해 여름에만 두번 방문했네요!!"
0,56374675,5,"깔끔, 맛있음."
1,56374675,5,맛있음요
2,56374675,5,음식이 모두 너무 맛있어요
3,56374675,5,"가지 미쳤고,, 중식 먹으면 속 더부룩한거 없어서 좋아요 🤍"
4,56374675,5,맛있는 비건 음식점!
5,56374675,5,너무너무너무 맛있음 탕수육이랑 짬뽕 꼭 드세요
6,56374675,4, 
7,56374675,5,너무 맛있고 신기한 메뉴도 많고 가성비까지 좋아요!
8,56374675,5, 
9,56374675,4, 
10,56374675,5, 
0,854491120,3,"커피 원두 맛은 평범.. (라떼, 플랫화이트 마셔봄) 직원분은 친절 (+ 잘생기심..)"
