,restaurant_id,score,review
28,50939202,5,"자주 업데이트 되는 새로운 메뉴들과 고급 재료로 만든 고퀄리티 커피, 디저트!"
29,50939202,3,내용이 없습니다
30,50939202,5,커피도 전경도 내부도 너무 이뻣던곳  다음에 또 올께용 ㅎㅎㅎㅎ 직원분들도 너무 친절하시고 감사합니다
31,50939202,5,내용이 없습니다
32,50939202,5,초코라또 이거 너무너무 맛있어요
33,50939202,5,음료 다맛있고 음악이랑 분위기 너무 좋아요!
34,50939202,5,음악 음료 인테리어 다 좋아요
35,50939202,4,내용이 없습니다
0,11059795,5,내용이 없습니다
1,11059795,4,전복특과 매생이 먹었습니다. 맛있었습니다.
2,11059795,5,눈떠보니없네요 맛있게잘먹었습니다
3,11059795,5,사장님도 정말 친절하시고 죽도 정말 맛있었습니당! : 3 낙지김치죽 최고오..
4,11059795,5,친절하세요.
5,11059795,2,전체적으로 무난하지만 반찬들이 좀 짜요. 특히 깍두기 물김치는 정말 아닙니다. 그냥 소금물에 식초 조금 섞으면 나옴직한 맛입니다. 반찬에 신경 좀 써주세요. 프렌차이즈라 그것도 힘들레나...
6,11059795,5,집앞에 별점5점짜리 본죽이 있는건 복 아닐까여? ㅎㅎㅎㅎㅎㅎㅎㅎ
7,11059795,5,내용이 없습니다
8,11059795,5,맛있고 남자사장님 완전 친절하세용^^
9,11059795,5,내가 가본 본죽 중 최고의 지점!
10,11059795,5,내용이 없습니다
11,11059795,5,죽 맛있고 친절해요...남자사장님 엄청 친절하셔서 놀랐음
12,11059795,5,내용이 없습니다
0,1149161720,5,정말 친절하세요. 자주 가는데 모든 점원분께서 친절하십니다. 이디야를 가야한다면 굳이 찾아갈정도
1,1149161720,5,갔던 이디야 중 가장 친절한 사장님과 맛도 100점
2,1149161720,5,내용이 없습니다
3,1149161720,5,.
0,249943691,5,진짜 친절하세요!
1,249943691,1,내용이 없습니다
2,249943691,1,여사장 짜증이빠이
3,249943691,5,내용이 없습니다
4,249943691,1,가게 앞이 관리가 안 되는데 매장 안은...
5,249943691,1,주인 바뀌었는지요 처음 시켰을땐 맛있어서 몇번 더 시켰지만 이번엔 덜익어 닭 누린내가 심하고 껍질도 전혀 파삭하지않고 딱딱합니다 처음엔 겉바속촉이었는데 지금은 시장에서 싸게먹는 닭보다도 훨씬 못합니다 브랜드가 유명해 장사가 잘되서 그런지 전화도 잘 안받으시던데 초심을 되찾길 바랍니다 단골손님 떠나갑니다
6,249943691,1,내용이 없습니다
7,249943691,2,닭 잡내가 나요. 제대로 요리해주셔야 할 듯.
8,249943691,1,내용이 없습니다
0,2106370399,2,김치참치김밥 5500원.. 살짝 비싼 감이 있어요~
1,2106370399,1,김밥이 비쌀 때 비싸더라도 맛과 양이 기본은 해야죠... 참치 한 줄 치즈 한 줄 사먹었는데 차라리 편의점 김밥이랑 컵라면 먹는 게 나은 수준;;
2,2106370399,5,맛있어요 떡볶이랑 꼬마김밥 하나 시켜서 혼밥했는데 딱 좋아요 ㅎ ㅎ
3,2106370399,5,두번째 방문. 모두 김밥 픽업을 했는데 김밥 맛도 서비스도 기분좋아지는 곳.
4,2106370399,1,내용이 없습니다
0,567307212,5,내용이 없습니다
0,1505461174,1,김치찌개 시켰는데 구운 삼겹살과 생 고기를 넣어 익은 두가지 고기가 들어있더군요. 손님이 먹다 남긴 구운고기 넣으신거냐 물어보니 아닌데~ 하면서 다시 만들어 주신대서 기다렸는데 또 구운고기 들어있어서 다시 항의하니 답변은 얼버무림으로 마무리. 공기밥만 먹고 나왔습니다. 미안하다시며 백반값 받으심. 다시는 안갑니다.
1,1505461174,5,내용이 없습니다
0,1505461174,1,김치찌개 시켰는데 구운 삼겹살과 생 고기를 넣어 익은 두가지 고기가 들어있더군요. 손님이 먹다 남긴 구운고기 넣으신거냐 물어보니 아닌데~ 하면서 다시 만들어 주신대서 기다렸는데 또 구운고기 들어있어서 다시 항의하니 답변은 얼버무림으로 마무리. 공기밥만 먹고 나왔습니다. 미안하다시며 백반값 받으심. 다시는 안갑니다.
1,1505461174,5,내용이 없습니다
0,1505461174,1,김치찌개 시켰는데 구운 삼겹살과 생 고기를 넣어 익은 두가지 고기가 들어있더군요. 손님이 먹다 남긴 구운고기 넣으신거냐 물어보니 아닌데~ 하면서 다시 만들어 주신대서 기다렸는데 또 구운고기 들어있어서 다시 항의하니 답변은 얼버무림으로 마무리. 공기밥만 먹고 나왔습니다. 미안하다시며 백반값 받으심. 다시는 안갑니다.
1,1505461174,5,내용이 없습니다
0,1505461174,1,김치찌개 시켰는데 구운 삼겹살과 생 고기를 넣어 익은 두가지 고기가 들어있더군요. 손님이 먹다 남긴 구운고기 넣으신거냐 물어보니 아닌데~ 하면서 다시 만들어 주신대서 기다렸는데 또 구운고기 들어있어서 다시 항의하니 답변은 얼버무림으로 마무리. 공기밥만 먹고 나왔습니다. 미안하다시며 백반값 받으심. 다시는 안갑니다.
1,1505461174,5,내용이 없습니다
0,1505461174,1,김치찌개 시켰는데 구운 삼겹살과 생 고기를 넣어 익은 두가지 고기가 들어있더군요. 손님이 먹다 남긴 구운고기 넣으신거냐 물어보니 아닌데~ 하면서 다시 만들어 주신대서 기다렸는데 또 구운고기 들어있어서 다시 항의하니 답변은 얼버무림으로 마무리. 공기밥만 먹고 나왔습니다. 미안하다시며 백반값 받으심. 다시는 안갑니다.
1,1505461174,5,내용이 없습니다
0,404326976,5,내용이 없습니다
1,404326976,5,내용이 없습니다
2,404326976,5,내용이 없습니다
3,404326976,4,내용이 없습니다
4,404326976,5,버거가 과하지 않고 좋아요! 모닝빵으로 햄버거 만들어 먹는 맛인데 피넛버터는 꽤 새롭네요 ㅋㅋ 가끔 생각나서 먹으러 갈 것 같아요!
5,404326976,5,화이트머쉬룸버거 최애
6,404326976,5,친절하시고 음식도 맛있음
7,404326976,5,이 근방 웬만한 브런치먹느니 여기가 훨 나음
8,404326976,4,맛있음
9,404326976,4,내용이 없습니다
10,404326976,5,내용이 없습니다
11,404326976,3,평범해요
12,404326976,5,내용이 없습니다
13,404326976,5,왕존맛
14,404326976,5,내용이 없습니다
15,404326976,5,오리지널이랑 피넛버터 먹었는데 맛은 진짜 말할 것도 없고요.. 어니언링도 꼭 드셔야해요!! 너무 친절하세요! 콜라 쏟았는데 직원분들 다 나와서 도와주셔서 감동 받았어요ㅜ 그리고 애견동반가능인가봐요 귀여운 강쥐 친구도 봐서 기분이 좋았어요ㅎㅎ
16,404326976,5,진짜 개존맛이에요 ㅠ 특히 피넛버터버거 먹은 날엔 맛을 잊지 못해서 잠도 못자여 ㅠㅅ ㅠ 암튼 주기적으로 꼭 가줘야하는 맛! 직원분들도 친절하시구 좋아욥
17,404326976,5,와... 진짜 맛있어요 수제버거집 다니면서 빵이 이렇게 맛있었던 곳은 처음이에요
18,404326976,5,내용이 없습니다
19,404326976,5,존맛탱구리구리구리~
20,404326976,5,내용이 없습니다
21,404326976,5,직원들도 친절하시고 유명한데에는 다 이유가 있는 것 같아요 ! 재방문의사 200%입니다 ㅎㅎ
22,404326976,4,피넛버터 버거 맛있습니다. 직원분 서비스도 좋았어요~~~ 굿입니다! (੭ ˃̶̀ロ˂̶́)੭⁾
23,404326976,1,내용이 없습니다
24,404326976,1,내용이 없습니다
25,404326976,5,내용이 없습니다
26,404326976,5,내용이 없습니다
27,404326976,5,내용이 없습니다
28,404326976,3,내용이 없습니다
29,404326976,5,내용이 없습니다
30,404326976,5,내용이 없습니다
31,404326976,5,담백 안느끼 깔끔 그자체! 감튀대신 어니언링으로 바꿔서 드세욥!! 피넛버터버거보다는 일반 햄버거가 더 맛납니다! 피넛버터버거는 먹다가 질려요
32,404326976,4,내용이 없습니다
33,404326976,5,흑흑 존맛탱입니다. 어니언링까지도 완전 최고 바삭바삭
34,404326976,5,진짜 존맛탱이고...위생도 깨끗하고 사장님들도 친절하고 재방문 의사 있음
35,404326976,5,집근처 수제버거집 찾아서 그냥 들어갔는데 너무 친절하셔서 기분이 확 좋아졌어요. 맛은 더 최고입니다. ^^
36,404326976,5,수제버거 딱히 좋아하지 않는 편인데 니즈버거는 넘 맛있어요 어니언링도 와우~~~ 강추! 사장님들도 넘 친절하심!!
37,404326976,5,갑자기 생각나서 다음날 먹으러 가야하는 맛
38,404326976,5,피넛버터버거 강추입니다~!!! ㅎㅎ
39,404326976,1,맛없음. 벌레나옴. 음식에 기본적인 간이 안되어있음. 이런 수제버거 먹을바에야 롯데리아가 훨씬 나음.
40,404326976,5,너무 친절하시고 너무 맛있고.. 버거하면 바로 생각나는 집입니다
41,404326976,4,여기~ 맛집임돠~ 미국에서 재작년말에 온 후 맛있는 버거가 그리웠는데 많이 만족했습니다 기본 버거도 맛있고 감자튀김 어니언링도 좋습니다 흡입했어요 산책길에 버거와 함께 점심을 ...
42,404326976,4,내용이 없습니다
43,404326976,4,내용이 없습니다
44,404326976,5,피넛버터 버거&닥터페퍼=귀여운 행복함
45,404326976,5,내용이 없습니다
46,404326976,5,peanut butter burger is delicious. Best.
47,404326976,5,내용이 없습니다
48,404326976,5,진짜 맛있어요 아아아아아아아아아아ㅏㅇ악!!!!!!!!!!!! 일단 제가 먹어본 햄버거 중에서 제일 맛있어요 화이트머쉬룸 그리고 어니언링도 바삭하고 개큼
49,404326976,5,내용이 없습니다
50,404326976,4,Good patty!
51,404326976,5,내용이 없습니다
52,404326976,5,"맛, 친절 모두 최고"
53,404326976,4,내용이 없습니다
54,404326976,3,맛있습니다. 버거가 작습니다. 대신 칩스는 많이 주시더란...
55,404326976,5,친절하고 맛있음
56,404326976,5,말이 안된다
57,404326976,5,이 근방 최고의 수제버거 땅콩버터 사랑해요
58,404326976,5,내용이 없습니다
59,404326976,5,행복해
60,404326976,4,내용이 없습니다
61,404326976,5,내용이 없습니다
62,404326976,5,내용이 없습니다
63,404326976,5,맛은 물론이고 사장님 및 crew 의 정성 및 친절 때문에 먹고 나오면 기분이 좋은 곳.
64,404326976,5,내용이 없습니다
65,404326976,5,"미친맛. 전세계 10여개국에서 햄버거를 먹어봤지만 파이브가이즈 다음으로 맛있었습니다. 누가 햄버거에 피넛버터와 딸기쨈을 넣을 생각을 할까요. 니즈버거입니다. 평생 버거 팔아주세요 ,,"
66,404326976,5,가격 대비 버거가 작아서 아쉽다.
67,404326976,5,내용이 없습니다
0,1486978977,5,내용이 없습니다
1,1486978977,5,여기 진짜 사진도 잘 나오고 음료도 개맛있어요 여기 거울이 진짜 인생샷장소에요 그리고 여기 후기에 에이드 맛있다는 얘기 많은데 에이드도 맛있는데 아바라가 진짜 찐또 개맛있습니다 여러분!!!!!!!!
2,1486978977,4,내용이 없습니다
3,1486978977,5,내용이 없습니다
4,1486978977,5,레몬청 직접 담그시는 걸로 알고 있는데 여기 레모네이드 진짜 맛있어요 여기 오면 이것만 먹어요 ㅋㅋㅋ 다른 것도 좋은데 레모네이드가 너무 맛있어서    사장님도 친절하시고 좋아요 자주 와서 그런지 사장님이 제 얼굴 기억하시고 항상 인사해주시는데 반갑게 맞아주셔서 감사해요!!
5,1486978977,1,와… 에이드 먹지마세요 진짜… 걍 사이다에 시럽 두세번 펌핑한 그걸 6천원이나 받고 앉았어… 장사 참 쉽게 하신다ㅋ
6,1486978977,1,.좋은말이고 나쁜말이고 딱히 특징없음
7,1486978977,5,분위기 좋고 밀크티 맛있어요! :)
8,1486978977,5,내용이 없습니다
9,1486978977,5,내용이 없습니다
10,1486978977,5,좋아용
11,1486978977,5,내용이 없습니다
12,1486978977,5,내용이 없습니다
13,1486978977,5,분위기 대박  좋아요^^  사장님  너~~무 친절하시고   자주 갈꺼 같아요   커피  장난 아닙니다 ^^
14,1486978977,5,분위기  넘 좋고 친절하고  특히  커피맛이  넘  좋아요 자주 갈께요
15,1486978977,5,커피가 넘 맛있었구요~ 사장님도 친절 하시고 자주 가고 싶은 카페네요~^^
16,1486978977,5,아늑하고 깨끗해서 좋았구요.사장님이 너무 친절하시네요~^^
17,1486978977,5,아메리카노가 야무지고 분위기가 좋네여
18,1486978977,5,카페 분위기도 좋았고 맛도 있어서 좋았어요
19,1486978977,5,내용이 없습니다
20,1486978977,5,분위기도 너무좋고 친절하고 좋아요^^
21,1486978977,5,분위기도 너무 좋고 맛도 너무 좋아요!
22,1486978977,5,내용이 없습니다
23,1486978977,5,내용이 없습니다
24,1486978977,5,새해 첫 카페부터 좋은곳을 알게되어서 좋네요 분위기나 커피맛도 좋았 습니다
25,1486978977,5,사장님넘 친절하시고 스티커 까지 붙여주시는 귀여움이 있으십니다. 평생 살면서 이렇게 편하고 현대적이면서 이쁜카폐 못찾아본거 같아요ㅠㅠ 넘 좋습니다.
26,1486978977,5,사장님이 친절하시고 라떼 완전 맛있어서 원샷해버렸어요 ヾ(@°▽°@)ノ
27,1486978977,5,되게 친절하시고 인테리어도 이쁘고 맛도 좋았습니다 꼭 재방문 할게요
28,1486978977,5,내용이 없습니다
29,1486978977,5,내용이 없습니다
30,1486978977,5,"카페를 좋아해서 여러군데 잘돌아다녀보는데 , 가게분위기도 좋고 사장님도 친절하신거같아요ㅎㅎ 자주 갈게요"
31,1486978977,5,너무 친절하고 맛있게 잘먹었습니다 ㅎㅎㅎ 항상 번창하세요~!
32,1486978977,5,내용이 없습니다
33,1486978977,5,커피 맛집이네요 산미 없는 커피 좋아하는편인데 이동네에선 플랫 커피 추천 입니다! 앞으로 자주 애용할게요;)
34,1486978977,5,내용이 없습니다
35,1486978977,5,요즘  인기 있는  분 좋카 예요   커피도   넘맛있고  디저트도   완전  짱이예요
36,1486978977,5,내용이 없습니다
37,1486978977,5,커피도 맛있고 인테리어도 고급스러워요♥
38,1486978977,5,내용이 없습니다
39,1486978977,5,내용이 없습니다
40,1486978977,5,사장님이음악을하셔서 그런가 음악도좋고커피도 맛있고 정말좋았어요
41,1486978977,5,분위기도 좋고 사장님도 친절하시고 커피까지 맛있네요!!! 흠이 없었습니다~
42,1486978977,5,사장님이 정말 친절하시고 커피맛도 좋아요!
43,1486978977,5,신선한 좋은 원두를 쓰시는지 커피 맛도 좋고 바닥에 먼지 하나 없이 깨끗해 너무 좋았는데 친절한 사장님 덕에 참 기분 좋은 휴식이였어요 ~~^^
44,1486978977,5,커피도 빵도 너무 맛있어요~~~^^ 분위기도 너무 좋아서 자주 갑니다~~^^
45,1486978977,5,내용이 없습니다
46,1486978977,5,분위기랑 커피맛이 좋아요!! 사장님도 친절하세요!!
47,1486978977,5,디저트가 맛있네요
48,1486978977,1,.
49,1486978977,5,분위기 너무 좋고 최고입니다 커피도 맛있구 사장님도 너무 친절하세요!!! 밑에 악의적인 댓글이 너무 심해서 자주가는 단골로써 많이 안타깝네요ㅠㅠ절대 밑에 말도안되는 글 같지 않고 굉장히 분위기 좋고 커피맛도 좋습니다!!!최고
50,1486978977,5,분위기랑 음악이 좋다고 해서 왔는데 정말 좋아요~사진 찍기도 굿!그래서 커피는 별로 생각 안하고 갔는데 맛있어서 깜짝놀랐슴돠! ㅋㅋㅋ
51,1486978977,5,내용이 없습니다
52,1486978977,5,공간도 너무 좋고 커피맛도 좋네요 다음에 또 다시 오고싶은 곳이에요
53,1486978977,5,카페 분위기가 완전 좋구요~~ 모든 음식과 음료에 정성이 듬뿍 들어가져있어요~~ 또 들릴게요
54,1486978977,5,항상 친절하심 커피맛집 좋은 원두 쓰는듯
55,1486978977,5,분위기 맛집 ! 밀크티도 맛집 !
56,1486978977,5,"커피,공간,친절 모두 만족"
57,1486978977,5,자주가는 카페인데 사장님 정말 친절하시고 커피가 맛있어요~ 별점 테러 당하신거 같아서 속상하네요 사장님 화이팅
58,1486978977,5,대관비 내고 잘 이용하고 감 대관비만 진행자가 내면 문제 1도 없음
59,1486978977,1,내용이 없습니다
60,1486978977,1,ㅋㅋ
61,1486978977,1,대관비 안받아놓고 홍보이벤트로 사람오면 메뉴판 뒤집어서 돈 천원 더내게 하는 사기꾼
62,1486978977,1,팬들 대상으로 카페하면서 팬들한테 1000원 더 받는 카페
63,1486978977,3,(메모용) 당신이 빠순이라면 천원을 더 준비하셔야 할겁니다
64,1486978977,1,^^
65,1486978977,1,내용이 없습니다
66,1486978977,1,힘들면 업종을 바꾸고 딴거하세여ㅎㅎ 꽁돈은 벌고 싶구 욕먹긴 싫구ㅎㅎ 공익작성^_^
67,1486978977,1,손님을 호구로 보는 곳엔 가고싶지 않네요
68,1486978977,1,내용이 없습니다
69,1486978977,4,내용이 없습니다
70,1486978977,5,편안하고 예쁜 공간이예요. 사장님의 친절함에 감동했어요.
71,1486978977,3,내용이 없습니다
72,1486978977,5,조아요
73,1486978977,5,내용이 없습니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
8,78149685,4,내용이 없습니다
9,78149685,4,내용이 없습니다
10,78149685,5,이집 좋습니다. 메밀국수도 그렇고 국물도 맛있어요. 좋아요. 집에서 좀 멀어서 집 가까운데 갔다가 큰 충격을 받았었습니다. 이상한데 가지말고 이집가세요.
11,78149685,5,"막국수가 너무 맛있고, 밥도 팔아서 좋아요"
12,78149685,5,"와 최고에요 메밀정식 먹었는데, 보리밥도 넘나 간드러지고 딱 재가 먹고싶었던 육수있는 비빔막국수"
13,78149685,3,내용이 없습니다
14,78149685,4,슬로우푸드로 건강한 느낌이랍니다
0,78149685,5,내용이 없습니다
1,78149685,4,판모밀 먹어봤는데 맛있었어요~
2,78149685,5,완전맛있어요~~~~!!
3,78149685,5,굿!
4,78149685,5,맛있어요
5,78149685,5,내용이 없습니다
6,78149685,4,내용이 없습니다
7,78149685,5,만두랑 명태식해 조온맛
